Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age,Aircraft  Manufacturer,Aircraft Model
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G-V Gulfstream,1,12,261,1,137,419,0,18,Gulfstream,Aerospace G-V Gulfstream
Qatar Airways,Qatar Executive,Gulfstream G650ER,1,12,261,54,10,419,0,18,Gulfstream,G650ER
Hainan Airlines,Capital Airlines (70%),Hawker Beechcraft Hawker 4000,1,12,261,1,137,419,0,18,Hawker Beechcraft,Hawker 4000
Aeroflot,Rossiya Airlines,Ilyushin Il-62,565,12,1,1,137,45,0,18,Ilyushin,Il-62
Aeroflot,Aeroflot,Ilyushin Il-96,565,12,10,10,137,45,0,18,Ilyushin,Il-96
Aeroflot,Rossiya Airlines,Ilyushin Il-96,565,12,5,5,137,45,0,18,Ilyushin,Il-96
Aeroflot,Aeroflot,Irkut MC-21,565,12,261,54,50,82,0,18,Irkut,MC-21
Air India,Air India,Lockheed L-1011 TriStar,565,12,1,1,137,190,0,18,Lockheed ,L-1011 TriStar
Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,565,12,1,1,137,190,0,18,Lockheed ,L-1011 TriStar
IAG,British Airways,Lockheed L-1011 TriStar,565,12,6,6,137,190,0,18,Lockheed ,L-1011 TriStar
Royal Jordanian,Royal Jordanian,Lockheed L-1011 TriStar,565,12,2,2,137,190,0,18,Lockheed ,L-1011 TriStar
TAP Portugal,TAP Portugal,Lockheed L-1011 TriStar,565,12,2,2,137,190,0,18,Lockheed ,L-1011 TriStar
Aeroflot,Aeroflot,McDonnell Douglas DC-10,565,12,3,3,137,145,0,18,McDonnell Douglas,DC-10
Air Algerie,Air Algerie,McDonnell Douglas DC-10,565,12,2,2,137,145,0,18,McDonnell Douglas,DC-10
Air France/KLM,Air France,McDonnell Douglas DC-10,565,12,5,5,137,145,0,18,McDonnell Douglas,DC-10
Air France/KLM,KLM,McDonnell Douglas DC-10,565,12,12,12,137,145,0,18,McDonnell Douglas,DC-10
Air France/KLM,Martinair,McDonnell Douglas DC-10,565,12,5,5,137,145,0,18,McDonnell Douglas,DC-10
Air New Zealand,Air New Zealand,McDonnell Douglas DC-10,565,12,8,8,137,145,0,18,McDonnell Douglas,DC-10
Alitalia,Alitalia,McDonnell Douglas DC-10,565,12,8,8,137,145,0,18,McDonnell Douglas,DC-10
American Airlines,American Airlines,McDonnell Douglas DC-10,565,12,66,66,137,145,0,18,McDonnell Douglas,DC-10
Delta Airlines,Delta Airlines,McDonnell Douglas DC-10,565,12,14,14,137,145,0,18,McDonnell Douglas,DC-10
FedEx Express,FedEx Express,McDonnell Douglas DC-10,40,12,52,92,137,145,5800,39,McDonnell Douglas,DC-10
Finnair,Finnair,McDonnell Douglas DC-10,565,12,5,5,137,145,0,18,McDonnell Douglas,DC-10
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,565,12,25,25,137,145,0,18,McDonnell Douglas,DC-10
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-10,565,12,6,6,137,145,0,18,McDonnell Douglas,DC-10
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,565,12,25,25,137,145,0,18,McDonnell Douglas,DC-10
IAG,British Airways,McDonnell Douglas DC-10,565,12,8,8,137,145,0,18,McDonnell Douglas,DC-10
IAG,Iberia,McDonnell Douglas DC-10,565,12,13,13,137,145,0,18,McDonnell Douglas,DC-10
Japan Airlines,Japan Airlines,McDonnell Douglas DC-10,565,12,20,20,137,145,0,18,McDonnell Douglas,DC-10
Korean Air,Korean Air,McDonnell Douglas DC-10,565,12,6,6,137,145,0,18,McDonnell Douglas,DC-10
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,565,12,3,3,137,145,0,18,McDonnell Douglas,DC-10
Lufthansa,Lufthansa,McDonnell Douglas DC-10,565,12,12,12,137,145,0,18,McDonnell Douglas,DC-10
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-10,565,12,1,1,137,145,0,18,McDonnell Douglas,DC-10
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas DC-10,565,12,21,21,137,145,0,18,McDonnell Douglas,DC-10
Monarch Airlines,Monarch Airlines,McDonnell Douglas DC-10,565,12,1,1,137,145,0,18,McDonnell Douglas,DC-10
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-10,565,12,5,5,137,145,0,18,McDonnell Douglas,DC-10
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-10,565,12,6,6,137,145,0,18,McDonnell Douglas,DC-10
Qantas Airways,Qantas Airways,McDonnell Douglas DC-10,565,12,1,1,137,145,0,18,McDonnell Douglas,DC-10
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-10,565,12,12,12,137,145,0,18,McDonnell Douglas,DC-10
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-10,565,12,1,1,137,145,0,18,McDonnell Douglas,DC-10
Singapore Airlines,Singapore Airlines,McDonnell Douglas DC-10,565,12,8,8,137,145,0,18,McDonnell Douglas,DC-10
Thai Airways,Thai Airways,McDonnell Douglas DC-10,565,12,9,9,137,145,0,18,McDonnell Douglas,DC-10
Thomas Cook Airlines,Condor,McDonnell Douglas DC-10,565,12,5,5,137,145,0,18,McDonnell Douglas,DC-10
Tunisair,Tunisair,McDonnell Douglas DC-10,565,12,2,2,137,145,0,18,McDonnell Douglas,DC-10
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-10,565,12,4,4,137,145,0,18,McDonnell Douglas,DC-10
United Airlines,United Airlines,McDonnell Douglas DC-10,565,12,59,59,137,145,0,18,McDonnell Douglas,DC-10
Air Algerie,Air Algerie,McDonnell Douglas DC-8,565,12,24,24,137,6,0,18,McDonnell Douglas,DC-8
Air Canada,Air Canada,McDonnell Douglas DC-8,565,12,43,43,137,6,0,18,McDonnell Douglas,DC-8
Air France/KLM,Air France,McDonnell Douglas DC-8,565,12,1,1,137,6,0,18,McDonnell Douglas,DC-8
Air France/KLM,KLM,McDonnell Douglas DC-8,565,12,37,37,137,6,0,18,McDonnell Douglas,DC-8
Air France/KLM,Martinair,McDonnell Douglas DC-8,565,12,6,6,137,6,0,18,McDonnell Douglas,DC-8
Air India,Air India,McDonnell Douglas DC-8,565,12,15,15,137,6,0,18,McDonnell Douglas,DC-8
Air New Zealand,Air New Zealand,McDonnell Douglas DC-8,565,12,8,8,137,6,0,18,McDonnell Douglas,DC-8
Air Transport International,Air Transport International,McDonnell Douglas DC-8,565,12,42,42,137,6,0,18,McDonnell Douglas,DC-8
Air Transport Services,ABX Air,McDonnell Douglas DC-8,565,12,16,16,137,6,0,18,McDonnell Douglas,DC-8
Alitalia,Alitalia,McDonnell Douglas DC-8,565,12,27,27,137,6,0,18,McDonnell Douglas,DC-8
American Airlines,American Airlines,McDonnell Douglas DC-8,565,12,6,6,137,6,0,18,McDonnell Douglas,DC-8
Delta Airlines,Delta Airlines,McDonnell Douglas DC-8,565,12,42,42,137,6,0,18,McDonnell Douglas,DC-8
EgyptAir,EgyptAir,McDonnell Douglas DC-8,565,12,7,7,137,6,0,18,McDonnell Douglas,DC-8
El Al,El Al,McDonnell Douglas DC-8,565,12,1,1,137,6,0,18,McDonnell Douglas,DC-8
FedEx Express,FedEx Express,McDonnell Douglas DC-8,565,12,6,6,137,6,0,18,McDonnell Douglas,DC-8
Finnair,Finnair,McDonnell Douglas DC-8,565,12,4,4,137,6,0,18,McDonnell Douglas,DC-8
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,565,12,11,11,137,6,0,18,McDonnell Douglas,DC-8
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-8,565,12,13,13,137,6,0,18,McDonnell Douglas,DC-8
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,565,12,11,11,137,6,0,18,McDonnell Douglas,DC-8
IAG,Iberia,McDonnell Douglas DC-8,565,12,17,17,137,6,0,18,McDonnell Douglas,DC-8
IAG,Aer Lingus,McDonnell Douglas DC-8,565,12,2,2,137,6,0,18,McDonnell Douglas,DC-8
Iceland Air Group,Iceland Air Group,McDonnell Douglas DC-8,565,12,17,17,137,6,0,18,McDonnell Douglas,DC-8
Japan Airlines,Japan Airlines,McDonnell Douglas DC-8,565,12,58,58,137,6,0,18,McDonnell Douglas,DC-8
Kenya Airways,Kenya Airways,McDonnell Douglas DC-8,565,12,2,2,137,6,0,18,McDonnell Douglas,DC-8
Korean Air,Korean Air,McDonnell Douglas DC-8,565,12,6,6,137,6,0,18,McDonnell Douglas,DC-8
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,565,12,1,1,137,6,0,18,McDonnell Douglas,DC-8
Lufthansa,Lufthansa,McDonnell Douglas DC-8,565,12,1,1,137,6,0,18,McDonnell Douglas,DC-8
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-8,565,12,5,5,137,6,0,18,McDonnell Douglas,DC-8
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-8,565,12,5,5,137,6,0,18,McDonnell Douglas,DC-8
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-8,565,12,14,14,137,6,0,18,McDonnell Douglas,DC-8
Qantas Airways,Australian Air Express,McDonnell Douglas DC-8,565,12,2,2,137,6,0,18,McDonnell Douglas,DC-8
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-8,565,12,29,29,137,6,0,18,McDonnell Douglas,DC-8
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-8,565,12,37,37,137,6,0,18,McDonnell Douglas,DC-8
Thai Airways,Thai Airways,McDonnell Douglas DC-8,565,12,15,15,137,6,0,18,McDonnell Douglas,DC-8
Thomas Cook Airlines,Condor,McDonnell Douglas DC-8,565,12,1,1,137,6,0,18,McDonnell Douglas,DC-8
Tunisair,Tunisair,McDonnell Douglas DC-8,565,12,2,2,137,6,0,18,McDonnell Douglas,DC-8
United Airlines,United Airlines,McDonnell Douglas DC-8,565,12,117,117,137,6,0,18,McDonnell Douglas,DC-8
UPS Airlines,UPS,McDonnell Douglas DC-8,565,12,53,53,137,6,0,18,McDonnell Douglas,DC-8
Aerolineas Argentinas,Austral Líneas Aéreas,McDonnell Douglas DC-9,565,12,14,14,137,45,0,18,McDonnell Douglas,DC-9
Air Canada,Air Canada,McDonnell Douglas DC-9,565,12,64,64,137,45,0,18,McDonnell Douglas,DC-9
Air France/KLM,KLM,McDonnell Douglas DC-9,565,12,25,25,137,45,0,18,McDonnell Douglas,DC-9
Air France/KLM,Martinair,McDonnell Douglas DC-9,565,12,4,4,137,45,0,18,McDonnell Douglas,DC-9
Air Transport Services,ABX Air,McDonnell Douglas DC-9,565,12,74,74,137,45,0,18,McDonnell Douglas,DC-9
Alitalia,Alitalia,McDonnell Douglas DC-9,565,12,46,46,137,45,0,18,McDonnell Douglas,DC-9
Allegiant Air,Allegiant Air,McDonnell Douglas DC-9,565,12,3,3,137,45,0,18,McDonnell Douglas,DC-9
Cebu Pacific Air,Cebu Pacific Air,McDonnell Douglas DC-9,565,12,19,19,137,45,0,18,McDonnell Douglas,DC-9
Delta Airlines,Delta Airlines,McDonnell Douglas DC-9,565,12,162,162,137,45,0,18,McDonnell Douglas,DC-9
EgyptAir,EgyptAir,McDonnell Douglas DC-9,565,12,2,2,137,45,0,18,McDonnell Douglas,DC-9
Finnair,Finnair,McDonnell Douglas DC-9,565,12,27,27,137,45,0,18,McDonnell Douglas,DC-9
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,565,12,25,25,137,45,0,18,McDonnell Douglas,DC-9
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-9,565,12,34,34,137,45,0,18,McDonnell Douglas,DC-9
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,565,12,38,38,137,45,0,18,McDonnell Douglas,DC-9
IAG,Iberia,McDonnell Douglas DC-9,565,12,50,50,137,45,0,18,McDonnell Douglas,DC-9
Kenya Airways,Kenya Airways,McDonnell Douglas DC-9,565,12,2,2,137,45,0,18,McDonnell Douglas,DC-9
Korean Air,Korean Air,McDonnell Douglas DC-9,565,12,2,2,137,45,0,18,McDonnell Douglas,DC-9
Lufthansa,Austrian Airlines,McDonnell Douglas DC-9,565,12,15,15,137,45,0,18,McDonnell Douglas,DC-9
Meridiana,Air Italy,McDonnell Douglas DC-9,565,12,6,6,137,419,38425,18,McDonnell Douglas,DC-9
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-9,565,12,71,71,137,45,0,18,McDonnell Douglas,DC-9
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-9,565,12,3,3,137,45,0,18,McDonnell Douglas,DC-9
Spirit Airlines,Spirit Airlines,McDonnell Douglas DC-9,565,12,18,18,137,45,0,18,McDonnell Douglas,DC-9
Thai Airways,Thai Airways,McDonnell Douglas DC-9,565,12,2,2,137,45,0,18,McDonnell Douglas,DC-9
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-9,565,12,11,11,137,45,0,18,McDonnell Douglas,DC-9
Aeroflot,Aeroflot,McDonnell Douglas MD-11,565,12,3,3,137,175,0,18,McDonnell Douglas,MD-11
Air France/KLM,KLM,McDonnell Douglas MD-11,565,12,10,10,137,175,0,18,McDonnell Douglas,MD-11
Air France/KLM,Martinair,McDonnell Douglas MD-11,565,12,7,7,137,175,0,18,McDonnell Douglas,MD-11
Air Namibia,Air Namibia,McDonnell Douglas MD-11,565,12,2,2,137,419,38425,18,McDonnell Douglas,MD-11
AirAsia,AirAsia,McDonnell Douglas MD-11,565,12,1,1,137,175,0,18,McDonnell Douglas,MD-11
Alitalia,Alitalia,McDonnell Douglas MD-11,565,12,8,8,137,175,0,18,McDonnell Douglas,MD-11
American Airlines,American Airlines,McDonnell Douglas MD-11,565,12,19,19,137,175,0,18,McDonnell Douglas,MD-11
Avianca,Avianca,McDonnell Douglas MD-11,565,12,1,1,137,175,0,18,McDonnell Douglas,MD-11
China Airlines,China Airlines,McDonnell Douglas MD-11,565,12,5,5,137,175,0,18,McDonnell Douglas,MD-11
China Airlines,Mandarin Airlines (93.99%),McDonnell Douglas MD-11,565,12,5,5,137,175,0,18,McDonnell Douglas,MD-11
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-11,565,12,6,6,137,175,0,18,McDonnell Douglas,MD-11
China Eastern Airlines,China Cargo Airlines,McDonnell Douglas MD-11,565,12,9,9,137,175,0,18,McDonnell Douglas,MD-11
China Eastern Airlines,Shanghai Airlines,McDonnell Douglas MD-11,565,12,4,4,137,175,0,18,McDonnell Douglas,MD-11
Delta Airlines,Delta Airlines,McDonnell Douglas MD-11,565,12,17,17,137,175,0,18,McDonnell Douglas,MD-11
El Al,El Al,McDonnell Douglas MD-11,565,12,1,1,137,175,0,18,McDonnell Douglas,MD-11
Ethiopian Airlines,Ethiopian Airlines,McDonnell Douglas MD-11,565,12,3,3,137,175,0,18,McDonnell Douglas,MD-11
EVA Air,EVA Air,McDonnell Douglas MD-11,565,12,12,12,137,175,0,18,McDonnell Douglas,MD-11
FedEx Express,FedEx Express,McDonnell Douglas MD-11,59,12,12,71,137,175,10325,23.5,McDonnell Douglas,MD-11
Finnair,Finnair,McDonnell Douglas MD-11,565,12,7,7,137,175,0,18,McDonnell Douglas,MD-11
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,565,12,18,18,137,175,0,18,McDonnell Douglas,MD-11
IAG,Aer Lingus,McDonnell Douglas MD-11,565,12,1,1,137,175,0,18,McDonnell Douglas,MD-11
Japan Airlines,Japan Airlines,McDonnell Douglas MD-11,565,12,10,10,137,175,0,18,McDonnell Douglas,MD-11
Korean Air,Korean Air,McDonnell Douglas MD-11,565,12,5,5,137,175,0,18,McDonnell Douglas,MD-11
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-11,565,12,16,16,137,175,0,18,McDonnell Douglas,MD-11
Lufthansa,Lufthansa Cargo,McDonnell Douglas MD-11,12,12,7,19,137,175,2100,17.6,McDonnell Douglas,MD-11
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas MD-11,565,12,6,6,137,175,0,18,McDonnell Douglas,MD-11
Monarch Airlines,Monarch Airlines,McDonnell Douglas MD-11,565,12,2,2,137,175,0,18,McDonnell Douglas,MD-11
Philippine Airlines,Philippine Airlines,McDonnell Douglas MD-11,565,12,4,4,137,175,0,18,McDonnell Douglas,MD-11
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-11,565,12,5,5,137,175,0,18,McDonnell Douglas,MD-11
Thai Airways,Thai Airways,McDonnell Douglas MD-11,565,12,4,4,137,175,0,18,McDonnell Douglas,MD-11
UPS Airlines,UPS,McDonnell Douglas MD-11,37,12,1,38,137,175,6475,23.2,McDonnell Douglas,MD-11
Aerolineas Argentinas,Aerolineas Argentinas,McDonnell Douglas MD-80,565,12,7,7,137,45,0,18,McDonnell Douglas,MD-80
Aerolineas Argentinas,Austral Líneas Aéreas,McDonnell Douglas MD-80,565,12,28,28,137,45,0,18,McDonnell Douglas,MD-80
Air Berlin,Air Berlin,McDonnell Douglas MD-80,565,12,1,1,137,45,0,18,McDonnell Douglas,MD-80
Air Europa,Air Europa,McDonnell Douglas MD-80,565,12,1,1,137,45,0,18,McDonnell Douglas,MD-80
Air France/KLM,Martinair,McDonnell Douglas MD-80,565,12,3,3,137,45,0,18,McDonnell Douglas,MD-80
Alaska Airlines,Alaska Airlines,McDonnell Douglas MD-80,565,12,48,48,137,45,38425,18,McDonnell Douglas,MD-80
Alitalia,Alitalia,McDonnell Douglas MD-80,565,12,90,90,137,45,0,18,McDonnell Douglas,MD-80
Allegiant Air,Allegiant Air,McDonnell Douglas MD-80,48,12,13,61,137,45,2160,26.9,McDonnell Douglas,MD-80
American Airlines,American Airlines,McDonnell Douglas MD-80,58,12,325,383,137,45,2610,22.2,McDonnell Douglas,MD-80
Avianca,Avianca,McDonnell Douglas MD-80,565,12,18,18,137,45,0,18,McDonnell Douglas,MD-80
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-80,565,12,16,16,137,45,0,18,McDonnell Douglas,MD-80
China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-80,565,12,23,23,137,45,0,18,McDonnell Douglas,MD-80
Delta Airlines,Delta Airlines,McDonnell Douglas MD-80,116,12,50,166,137,45,5220,26.4,McDonnell Douglas,MD-80
Finnair,Finnair,McDonnell Douglas MD-80,565,12,26,26,137,45,0,18,McDonnell Douglas,MD-80
Grupo Aeromexico,Aeromexico,McDonnell Douglas MD-80,565,12,53,53,137,45,0,18,McDonnell Douglas,MD-80
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,565,12,6,6,137,45,0,18,McDonnell Douglas,MD-80
IAG,Iberia,McDonnell Douglas MD-80,565,12,39,39,137,45,0,18,McDonnell Douglas,MD-80
Japan Airlines,Japan Airlines,McDonnell Douglas MD-80,565,12,19,19,137,45,0,18,McDonnell Douglas,MD-80
Korean Air,Korean Air,McDonnell Douglas MD-80,565,12,16,16,137,45,0,18,McDonnell Douglas,MD-80
Lion Air,Lion Air,McDonnell Douglas MD-80,565,12,20,20,137,45,0,18,McDonnell Douglas,MD-80
Lion Air,Wings Air,McDonnell Douglas MD-80,565,12,16,16,137,45,0,18,McDonnell Douglas,MD-80
Lufthansa,Austrian Airlines,McDonnell Douglas MD-80,565,12,29,29,137,45,0,18,McDonnell Douglas,MD-80
Lufthansa,Germanwings,McDonnell Douglas MD-80,565,12,4,4,137,45,0,18,McDonnell Douglas,MD-80
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-80,565,12,11,11,137,45,0,18,McDonnell Douglas,MD-80
Lufthansa,Edelweiss Air,McDonnell Douglas MD-80,565,12,3,3,137,45,0,18,McDonnell Douglas,MD-80
Meridiana,Air Italy,McDonnell Douglas MD-80,7,12,14,21,137,419,38425,27.1,McDonnell Douglas,MD-80
Norwegian Air,Norwegian Air,McDonnell Douglas MD-80,565,12,8,8,137,45,0,18,McDonnell Douglas,MD-80
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-80,565,12,82,82,137,45,0,18,McDonnell Douglas,MD-80
South African Airways,South African Airways,McDonnell Douglas MD-80,565,12,2,2,137,45,0,18,McDonnell Douglas,MD-80
Spirit Airlines,Spirit Airlines,McDonnell Douglas MD-80,565,12,37,37,137,45,0,18,McDonnell Douglas,MD-80
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-80,565,12,3,3,137,45,0,18,McDonnell Douglas,MD-80
American Airlines,American Airlines,McDonnell Douglas MD-90,565,12,5,5,137,45,0,18,McDonnell Douglas,MD-90
China Eastern Airlines,China Eastern Airlines,McDonnell Douglas MD-90,565,12,9,9,137,45,0,18,McDonnell Douglas,MD-90
China Southern Airlines,China Southern Airlines,McDonnell Douglas MD-90,565,12,13,13,137,45,0,18,McDonnell Douglas,MD-90
Delta Airlines,Delta Airlines,McDonnell Douglas MD-90,65,12,12,77,137,45,2925,19.8,McDonnell Douglas,MD-90
EVA Air,EVA Air,McDonnell Douglas MD-90,565,12,7,7,137,45,0,18,McDonnell Douglas,MD-90
EVA Air,Uni Air,McDonnell Douglas MD-90,565,12,14,14,137,45,0,18,McDonnell Douglas,MD-90
Japan Airlines,Japan Airlines,McDonnell Douglas MD-90,565,12,16,16,137,45,0,18,McDonnell Douglas,MD-90
Lion Air,Lion Air,McDonnell Douglas MD-90,565,12,5,5,137,45,0,18,McDonnell Douglas,MD-90
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-90,565,12,8,8,137,45,0,18,McDonnell Douglas,MD-90
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-90,565,12,29,29,137,45,0,18,McDonnell Douglas,MD-90
Tunisair,Tunisair,McDonnell Douglas MD-90,565,12,1,1,137,45,0,18,McDonnell Douglas,MD-90
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-90,565,12,2,2,137,45,0,18,McDonnell Douglas,MD-90
Utair,Vostok Aviation Company,Mil Mi-8MTV-1,9,12,261,54,137,419,0,18,Mil,Mi-8MTV-1
Utair,Vostok Aviation Company,Mil Mi-8T,6,12,261,54,137,419,0,18,Mil,Mi-8T
All Nippon Airways,ANA Wings,Mitsubishi MRJ90,565,12,261,54,15,47,0,18,Mitsubishi,MRJ90
All Nippon Airways,All Nippon Airways,Mitsubishi MRJ90,565,12,261,54,15,47,0,18,Mitsubishi,MRJ90
Japan Airlines,Japan Airlines,Mitsubishi MRJ90,565,12,261,54,35,47,0,18,Mitsubishi,MRJ90
Japan Airlines,J-Air,Mitsubishi MRJ90,565,12,261,54,35,47,0,18,Mitsubishi,MRJ90
Skywest,Skywest,Mitsubishi MRJ90,565,12,261,54,100,47,0,18,Mitsubishi,MRJ90
Trans States Airlines,Trans States Airlines,Mitsubishi MRJ90,565,12,261,54,20,47,0,18,Mitsubishi,MRJ90
Philippine Airlines,PAL Express,Q400 NextGen,565,12,261,54,12,31,0,18,Q400,NextGen
Flybe,Flybe,Saab 2000,3,12,261,3,137,12,36,22.4,Saab,2000
IAG,BA CityFlyer,Saab 2000,2,12,1,3,137,12,24,22.1,Saab,2000
Lufthansa,Swiss International Airlines,Saab 2000,565,12,31,31,137,12,0,18,Saab,2000
SAS Group,Scandinavian Airlines,Saab 2000,565,12,7,7,137,12,0,18,Saab,2000
Air China,Shandong Airlines (51%),Saab 340,565,12,1,1,137,8,0,18,Saab,340
Air France/KLM,KLM Cityhopper,Saab 340,565,12,1,1,137,8,0,18,Saab,340
American Airlines,American Eagle,Saab 340,565,12,52,52,137,8,0,18,Saab,340
China Airlines,Mandarin Airlines (93.99%),Saab 340,565,12,1,1,137,8,0,18,Saab,340
Finnair,Finnair,Saab 340,565,12,3,3,137,8,0,18,Saab,340
Flybe,Flybe,Saab 340,12,12,2,14,137,8,96,26.2,Saab,340
IAG,British Airways,Saab 340,565,12,11,11,137,8,0,18,Saab,340
Japan Airlines,Japan Air Commuter (60% owned),Saab 340,9,12,2,11,137,8,72,21.3,Saab,340
Japan Airlines,Hokkaido Air System (57.3%),Saab 340,3,12,261,3,2,8,24,18.3,Saab,340
Qantas Airways,Qantas Freight,Saab 340,1,12,261,54,137,8,8,18,Saab,340
Aeroflot,Rossiya Airlines,Sukhoi Superjet 100,565,12,261,54,20,28,0,18,Sukhoi,Superjet 100
Aeroflot,Aeroflot,Sukhoi Superjet 100,30,12,10,40,20,28,825,2.2,Sukhoi,Superjet 100
Interjet,Interjet,Sukhoi Superjet 100,22,3,261,25,8,28,605,2.8,Sukhoi,Superjet 100
Aeroflot,Aeroflot,Tupolev Tu-134,565,12,1,1,137,16,0,18,Tupolev,Tu-134
Utair,Utair,Tupolev Tu-134,565,12,1,1,137,16,0,18,Tupolev,Tu-134
Aeroflot,Rossiya Airlines,Tupolev Tu-154,565,12,1,1,137,16,0,18,Tupolev,Tu-154
LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,565,12,1,1,137,16,0,18,Tupolev,Tu-154
Utair,Utair,Tupolev Tu-154,565,12,2,2,137,16,0,18,Tupolev,Tu-154
Aeroflot,Aeroflot,Tupolev Tu-204,565,12,3,3,137,16,0,18,Tupolev,Tu-204
Aeroflot,Rossiya Airlines,Tupolev Tu-204,565,12,2,2,137,16,0,18,Tupolev,Tu-204
Air China,Air China Cargo,Tupolev Tu-204,565,12,1,1,4,16,0,18,Tupolev,Tu-204
S7 Airlines,S7 Airlines,Tupolev Tu-204,565,12,2,2,137,16,0,18,Tupolev,Tu-204
Aeroflot,Rossiya Airlines,Tupolev Tu-214,565,12,3,3,137,16,0,18,Tupolev,Tu-214
Aeroflot,Aurora Airlines,Viking Air DHC 6-400 Twin Otter,2,12,261,54,137,7,13,18,Viking Air DHC 6-400 Twin,Otter
Aeroflot,Aeroflot,Yakovlev Yak-42,565,12,1,1,137,419,0,18,Yakovlev,Yak-42
